message,label
im going buy mum present ar,0
living simple loving also simple laughing simple winning tooo simple simple difficult,0
lmao take pic send,0
ok u tell wat time u coming later lor,0
send bec temple na,0
thanks bomb date phone wanted say,0
life face choice toss coin becoz settle question coin air u know heart hoping gudni8,0
chikku nt yet ya im free,0
much bad avoid like,0
told hr want posting chennaibecause im working,0
might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp dont worry,0
r home come within 5 min,0
oktake careumma,0
call number available appointment ask connect call waheed fathima,0
sorry cant help,0
r u continent,0
ur awarded city break could win £200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawkage16 £150perwksub,1
goodnight da thangam really miss u dear,0
finished work yet something,0
private 2003 account statement show 800 unredeemed sim point call 08715203685 identifier code4xx26 expires 131004,1
today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,0
really tot ur paper ended long ago wat u copied jus got use u happy lar still haf 2 study,0
sorry mail,0
moji informed saved life thanks,0
hey sathya till dint meet even single time saw situation sathya,0
captain room,0
wat time ü wan today,0
ur paper today e morn aft,0
datoday also forgot,0
merry christmas u annie,0
u dont know stubborn didnt even want go hospital kept telling mark im weak sucker hospital weak sucker,0
im gloucesterroad uup later,0
gud mrng dear hav nice day,0
thats shame maybe cld meet hr tomo,0
lol thats different dont go trying find every real life photo ever took,0
yo im parent gettin cash good news picked downstem,0
new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693,1
say happen,0
123 congratulation week competition draw u £1450 prize claim call 09050002311 b4280703 tcsstop sm 08718727868 18 150ppm,1
hello boytoy geeee miss already woke wish bed cuddling love,0
babe im answering cant see maybe youd better reboot ym got photo great,0
sleepingand surfing,0
say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls,0
hey ad crap nite borin without ya 2 boggy u boring biatch thanx u wait til nxt time il ave ya,0
wylie tampa sarasota,0
ok lor ü reaching message,0
ok lor sony ericsson salesman ask shuhui say quite gd 2 use considering,0
yes nigh cant aha,0
good afternoon sexy bun go job search wake first thought always love wish fine happy know adore,0
time u get,0
hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx,0
hello going village pub 8 either come accordingly ok,0
talk g x,0
moment dayhas valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u find todaygood morning,0
wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem,0
finally ready fyi,0
rtking pro video club need help inforingtonekingcouk call 08701237397 must 16 club credit redeemable wwwringtonekingcouk enjoy,1
u win £100 music gift voucher every week starting txt word draw 87066 tscs wwwldewcom skillgame1winaweek age16150ppermesssubscription,1
love u 2 little pocy bell sorry love u,0
im back amp packing car ill let know there room,0
hey darlin pick u college u tell wen 2 mt love pete xx,0
dont run away frm u walk slowly amp kill u dont care enough stop,0
thats cool gentleman treat dignity respect,0
u goin 2nite,0
avatar supposed subtoitles,0
world happiest frnds never character dey best understanding difference,0
u secret admirer looking 2 make contact ufind rreveal think ur specialcall 09058094594,1
maybe pressies,0
ok din get ur msg,0
sorry delay yes master,0
haf enuff space got like 4 mb,0
call senthil hsbc,0
small problem auctionpunj asking tiwary,0
town v important,0
lol know theyre dramatic school already closed tomorrow apparently cant drive inch snow supposed get,0
er mw im filled tuth aight,0
alright set text man,0
1 nokia tone 4 ur mob every week txt nok 87021 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info,1
housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,0
freemsgfeelin kinda lnly hope u like 2 keep company jst got cam moby wan na c pictxt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242,1
u subscribed best mobile content service uk £3 per 10 day send stop 82324 helpline 08706091795,1
lol grin im babe thanks thinking,0
ok noe ure busy im really bored msg u oso dunno wat colour choose 4 one,0
thank u better work cause feel used otherwise,0
easy ahsen got selected mean good,0
u outbid simonwatson5120 shinco dvd plyr 2 bid visit sm acsmsrewards 2 end bid notification reply end,1
babe talking think good boy missing love,0
storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone 4get name person bt girlfrnd g n g h,0
wat r u busy wif work,0
wasnt well babe swollen gland throat end,0
sorry never hear unless book one kinda jokethet really looking skinny white girl one lineyou much camera something like theyre casting look,0
good afternoon love go day hope maybe got lead job think boytoy send passionate kiss across sea,0
thank youve wonderful,0
sorry ill call later meeting thing related trade please call arul ltgt,0
way ur home,0
oh thkin goin yogasana 10 den nd go 3 den rush parco 4 nb okie lor u call ready,0
hellogorgeous hows u fone charge lst nitw wen u texd hopeu ad nice wkend im sure u lookin 4ward 2 cin u 2mrw luv jaz,0
dont show far put new picture facebook,0
haha leg neck killing amigo hoping end night burn think could swing like hour,0
aah cuddle would lush id need lot tea soup kind fumbling,0
im workin get job,0
sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish,0
meant say cant wait see u getting bored bridgwater banter,0
ltgt g saw day ago guy want sell wifi ltgt 3g ltgt thats blanked,0
want go,0
ü go home liao ask dad pick 6,0
k 2marrow coming class,0
macha dont feel upseti assume mindsetbelieve one evening wonderful plan uslet life begin againcall anytime,0
hey next sun 1030 there basic yoga course bugis go pilate intro next sat tell time r free,0
dunno lei shd b driving lor co go sch 1 hr oni,0
hi ya babe x u 4goten bout scammer getting smartthough regular vodafone respond get prem rate msgsubscription no used also beware,1
justbeen overa week since broke already brain going mush,0
ive sent ü part,0
valentine game send dis msg ur friend 5 answer r someone really love u ques colour suit best,0
co daddy arranging time c wat time fetch ü mah,0
good afternoon boytoy go walking day get police abstract still wake miss babe,0
ugh fuck im resubbing eve,0
like personal sized,0
get ready ltgt inch pleasure,0
got like ltgt get later though get whatever feel like,0
takin shower yeah ill leave im done,0
bishan lar nearer need buy early co buy got ta park car,0
dont worry though understand important put place poorly thought punishment face worst thing ever happened brb gon na go kill,0
call freephone 0800 542 0578,1
opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,0
way im going back,0
dont know come ask question like dont mistake,0
im happy babe woo hoo party dude,0
im chennai velachery,0
ball moving lotwill spin last difficult bat,0
important information 4 orange user 0796xxxxxx today ur lucky day2 find log onto httpwwwurawinnercom there fantastic prizeawaiting,1
loan purpose £500 £75000 homeowner tenant welcome previously refused still help call free 0800 1956669 text back help,1
k tell anything,0
hmm many unfortunately pic obviously arent hot cake kinda fun tho,0
hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k,1
importantly discus u,0
yup giving problem mayb ill jus leave,0
free ringtone waiting collected simply text password mix 85069 verify get usher britney fml po box 5249 mk17 92h 450ppw 16,1
boy late 2 home father power frndship,0
lol mad first woke gave,0
wheres mummy boy good bad positive negative mummy made wait hmmmm,0
carlos took leave minute,0
right meanwhile hows project twin comin,0
u meet fren dun wan meet ah muz b guy rite,0
thanks sending mental ability question,0
plane give month end,0
much getting,0
kkim also finewhen complete course,0
see half hour,0
ill b going 2 sch mon si need 2 take smth,0
cool text youre ready,0
first answer question,0
oh ic thought meant mary jane,0
remains bro amongst bros,0
messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom,0
could kiss feel next,0
set place heart mind mind easily forgets heart always remember wish happy valentine day,0
shall ask one thing dont mistake,0
tuition 330 hm go 1120 1205 one mind,0
speaking cash yet,0
prabhaim sorydarealyfrm heart im sory,0
,0
yar say got error,0
wish u feel alone,0
hey r ü still online ive finished formatting,0
hi wk ok hols yes bit run forgot hairdresser appointment four need get home n shower beforehand cause prob u,0
k must book huh going yoga basic sunday,0
wish great semester,0
received understood n acted upon,0
hey elaine today meeting still,0
good evening roger,0
love working home,0
say ltgt year old man money im last ltgt still waiting check,0
someone contacted dating service entered phone fancy find call landline 09111032124 pobox12n146tf150p,1
de asking like,0
ha wouldnt say didnt read anything way u seemed dont like 2 judgementali save friday pub,0
open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,0
hey im bored im thinking u wat r u,0
dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tc sae box326 cw25wx 150ppm,1
message sent askin ltgt dollar shoul pay ltgt ltgt,0
simple arithmetic percentage,0
oh godtaken teethis paining,0
greeting consider excused,0
night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng,0
ü b going esplanade fr home,0
boo time u get u supposed take shopping today,0
hurry home soup done,0
im home,0
sound better evening im costume im sure time finish tomorrow txt end,0
fine miss much,0
0anetworks allow company bill sm responsible supplier shop give guarantee sell b g,1
sorry ill call later,0
minimum walk 3miles day,0
cute thought friendship necessary share every secret ur close frnd watever u shared true,0
cps causing outage conserve energy,0
maybe fat finger press button doesnt know,0
yes princess want make happy,0
still tonight,0
wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal,0
dnt wnt tlk wid u,0
ok ksry knw 2 sivatats askd,0
apart one told yesterday,0
k k watch film,0
dear call,0
hello hello hi lou sorry took long 2 reply left mobile friend lancaster got bak neway im sorry couldnt make ur bday 2 hun,0
much ur hdd casing cost,0
thats rude campus,0
ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt,0
ü give time walk,0
guaranteed £1000 cash £2000 prize claim yr prize call customer service representative 08714712379 10am7pm cost 10p,1
made payment dont much sorry would want fedex way,0
haha awesome ive 4u couple time alls coming,0
time u wrkin,0
bus way calicut,0
wot u 2 j,0
need lar go engin co si art today,0
dai ltgt naal eruku,0
several sir,0
pls pls send mail know relative coming deliver know cost risk benefit anything else thanks,0
argh fuck nobody town,0
good think could send pix would love see top bottom,0
sure make sure know aint smokin yet,0
sorry ill call later meeting,0
please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody,0
keep ten r shelf buy two egg,0
awesome remember last time got somebody high first time diesel v,0
thk shld b ya wana go 4 lesson haha go one whole stretch,0
funny fact nobody teach volcano 2 erupt tsunami 2 arise hurricane 2 sway aroundn 1 teach hw 2 choose wife natural disaster happens,0
th gower mate r u man good wale ill b back morrow c u wk msg 4  random,0
sorry dude dont know forgot even dan reminded sorry hope guy fun,0
probs hon u doinat mo,0
watching tv lor nice one like lor,0
kkim also finewhen complete course,0
valentine day special win £1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201,1
sorry c ur msg yar lor poor thing 4 one night tmr ull brand new room 2 sleep,0
got another job one hospital data analysis something start monday sure thesis got finished,0
shes fine good hear dear happy new year oh,0
aiyah u ok already lar e nydc wheellock,0
helloooo wake sweet morning welcome enjoy day full joy gud mrng,0
many lick take get center tootsie pop,0
sore throat scratch talk,0
im movie call 4 wat,0
broke list reason nobody town cant tell shes sarcastic faggy,0
dunno lei thk mum lazy go neva ask yet,0
take didnt phone callon friday assume wont year,0
guaranteed £200 award even £1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php,1
hi darlin im way london smashed another driver big dent im really missing u u xxx,0
white fudge oreo store,0
bruce b down amp fletcher,0
wishing family merry x ma happy new year advance,0
head straight,0
u got person story,0
lol grr mom taking forever prescription pharmacy like 2 minute away ugh,0
hello wats talk email address,0
honey sweetheart darling sexy bun sugar plum loverboy miss boytoy smack as go gym,0
said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid caken wife,0
wow youre right didnt mean guess gave boston men changed search location nyc something changed cuz signin page still say boston,0
yeah work fine started last week stuff dull easy guy fun,0
im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday,0
evry emotion dsnt hav wordsevry wish dsnt hav prayrs u smiled world wit uothrwise even drop tear dsnt lik 2 stay wit uso b happy good morning keep smiling,0
guaranteed £1000 cash £2000 prize claim yr prize call customer service representative 08714712412 10am7pm cost 10p,1
joining today formallypls keep prayingwill talk later,0
gent trying contact last weekend draw show £1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm,1
great getting worried know wonderful caring person like best life know u r wonderful god love,0
stayin trouble strangersaw dave day hes sorted nowstill bloke u gona get girl mrur mum still think get 2getha,0
cheer callin babesozi culdnt talkbut wannatell u detail later wenwecan chat properly x,0
raviyog peripheral bhayandar east,0
idea soon get converted live,0
win winner mr foley ipod exciting prize soon keep eye ur mobile visit wwwwin82050couk,1
want latest video handset 750 anytime network min half price line rental reply call 08000930705 delivery tomorrow,1
heard week,0
id say thats good sign well know track record reading woman,0
havent left yet probably gon na til dinner,0
sicomo nolistened2the plaid albumquite gdthe new air1 hilariousalso boughtbraindancea compofstuff aphexs abelu hav2hear itc u sn xxxx,0
yo dude guess got arrested day,0
ummmmmaah many many happy return day dear sweet heart happy birthday dear,0
fine remember,0
castor need see something,0
ok im gon na head usf like fifteen minute,0
dont anybodys number still havent thought tactful way ask alex,0
watching cartoon listening music amp eve go temple amp church u,0
hope youve settled new school year wishin gr8 day,0
sorry sir call tomorrow senthilhsbc,0
im way home went change batt 4 watch go shop bit lor,0
deep sigh miss really surprised havent gone net cafe yet get dont miss,0
pete please ring meive hardly gotany credit,0
im eatin lor goin back work soon e mountain deer show huh watch b4 liao nice,0
call u finish come n pick u,0
aiyo co sm ü ü neva reply wait 4 ü reply lar tot ü havent finish ur lab wat,0
good afternon love today hope good maybe interview wake miss babe passionate kiss across sea,0
guy asking get slipper gone last year,0
lol busy,0
men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife,0
cthen thk shd b enuff still got conclusion n content pg n reference ill b da content pg n cover pg,0
wan na art,0
hey leave big deal take care,0
free 1st week no1 nokia tone 4 ur mob every week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w45wq norm150ptone 16,1
many dependent,0
im solihull want anything,0
need ke qi ü bored izzit suddenly thk,0
tell something thats okay,0
woke yeesh late didnt fall asleep til ltgt,0
datingi two started sent text talk sport radio last week connection think coincidence,1
eat old airport road 630 oredi got lot pple,0
usually body take care buy making sure doesnt progress pls continue talk saturday,0
bookedthe hut also time way,0
got lousy sleep kept waking every 2 hour see cat wanted come worry cold,0
love know feel make belly warm wish love shall meet dream ahmad adoring kiss,0
valued vodafone customer computer picked win £150 prize collect easy call 09061743386,1
ok tell half hr b4 u come need 2 prepare,0
ü come,0
dont plan staying night prolly wont back til late,0
haf msn yijuehotmailcom,0
hi darlin youphone im athome youwanna chat,0
happen,0
dont worry 1 day big lambu ji vl cometil enjoy batchlor party,0
ltgt buck bank fee fixed better call bank find,0
im good movie ok leave hourish,0
met stranger choose friend long world stand friendship never end let friend forever gud nitz,0
ok least armands still around,0
hi princess thank pic pretty,0
nothis kallis home groundamla home town durban,0
oh k come tomorrow,0
get class bsn like ltgt minute know advising,0
good day toopray meremove teeth painful maintaining stuff,0
pain couldnt come worse time,0
lost 4 pound since doc visit last week woot woot im gon na celebrate stuffing face,0
checking,0
lunch come quickly open door,0
want bold 2 bb torch,0
dont shall buy one dear,0
great send account number,0
umma life vava umma love lot dear,0
congrats 2 mobile 3g videophones r call 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p,1
yes im small kid boost secret energy,0
long beach lor expected u dinner,0
frnd juz wordnot merely relationshipits silent promise say wherevr whenevr forevr gudnyt dear,0
hope know im still mad,0
im great aunt anniversary party tarpon spring,0
taking part mobile survey yesterday 500 text 2 use however wish 2 get txts send txt 80160 tc wwwtxt43com 150p,1
ask keep one maybe thats didnt get message sent glo,0
u gd lor go shopping got stuff u wan 2 watch infernal affair come lar,0
get cash together ill text jason,0
eh ur laptop got stock lei say mon muz come take look c got,0
hope thing went well doctor reminds still need 2godid u c little thing left lounge,0
dad wanted talk apartment got late start omw,0
‘ look frying pan case ‘ cheap book perhaps ‘ silly frying pan ‘ likely book,0
wuld without baby thought alone mite break dont wan na go crazy everyboy need lady xxxxxxxx,0
free 1st week entry 2 textpod 4 chance 2 win 40gb ipod £250 cash every wk txt vpod 81303 tscs wwwtextpodnet custcare 08712405020,1
say fantastic chance anything need bigger life lift losing 2 live think would first person 2 die n v q,0
lol would awesome payback,0
mark work tomorrow get 5 work house meet u afterwards,0
hai dear friend new amp present number rajitha raj ranju,0
accidentally deleted message resend please,0
excellent thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn,0
dunno jus say go lido time 930,0
let ur heart ur compass ur mind ur map ur soul ur guide u never loose worldgnun sent via way2smscom,0
v nice 2 sheffield tom 2 air opinion category 2 b used 2 measure ethnicity next census busy transcribing,0
want snow freezing windy,0
bluray player,0
sure since parent working tuesday dont really need cover story,0
ok lor,0
ü ready call,0
okie,0
dont talk ever ok word,0
xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan,0
okie,0
spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per logopic,1
dad back ph,0
dont let studying stress l8r,0
rose redred bloodblood heartheart u u send ti ur friend including u like u get back 1u r poor relation 2u need 1 support 3u r frnd 2 many 4some1 luvs u 5 some1 praying god marry u try,0
realize 40 year well thousand old lady running around tattoo,1
hey gave photo registered driving ah tmr wan na meet yck,0
try making another butt,0
im late tellmiss im way,0
didnt try g decided head,0
awarded sipix digital camera call 09061221061 landline delivery within 28days c box177 m221bp 2yr warranty 150ppm 16 p p£399,1
kit strip billed 150p netcollex ltd po box 1013 ig11 oja,1
oh ok wait 4 lect havent finish,0
shb b ok lor thanx,0
way office da,0
win winner mr foley ipod exciting prize soon keep eye ur mobile visit wwwwin82050couk,1
really crashed cuddled sofa,0
hit move,0
well might come,0
ha ha cool cool chikku chikkudb,0
stop club tone replying stop mix see mytonecomenjoy html term club tone cost gbp450week mfl po box 1146 mk45 2wt 23,1
free msgwe billed mobile number mistake shortcode 83332please call 08081263000 charge refundedthis call free bt landline,1
k give sec breaking ltgt cstore,0
know wot people wear shirt jumper hat belt know r cribbs,0
thank meet monday,0
sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021,1
reckon need town eightish walk carpark,0
go n buy juz buy get lar,0
yup,0
frndship like needle clock though v r clock v r nt able 2 met evn v meetitz 4few second bt v alwys stay conected gud 9t,0
todaysundaysunday holidayso work,0
im gon na able late notice ill home week anyway plan,0
hey babe far 2 spunout 2 spk da mo dead 2 da wrld sleeping da sofa day cool nytho tx 4 fonin hon call 2mwen im bk frmcloud 9 j x,0
left dessert u wan 2 go suntec look 4 u,0
sir waiting mail,0
call,0
rushing im working im school rush go hungry,0
hi finally completed course,0
yahoo boy bring perf legal,0
new address applespairsall malarky,0
two letter copy co one message speak soon,0
ok ur typical reply,0
oh great ill disturb talk,0
yes thats u texted pshewmissing much,0
sorry sent blank msg yup trying 2 serious studying,0
r many modelsony ericson also der ltgt luks good bt forgot modl,0
housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand,0
waiting 4 tv show 2 start lor u leh still busy ur report,0
oh well c u later,0
u attend ur driving lesson many time wk n day,0
ugh hopefully asus ppl dont randomly reformat,0
urgent ur awarded complimentary trip eurodisinc trav acoentry41 £1000 claim txt dis 87121 186£150morefrmmob shracomorsglsuplt10 ls1 3aj,1
okie ü wan meet bishan co bishan im driving today,0
da happy sit together na,0
sorry pa dont knw ru pa,0
tirupur call da,0
special,0
sorry got late start way,0
supervisor find 4 one lor thk student havent ask yet tell u aft ask,0
ok wont call disturb one know avoiding burden,0
running managed 5 minute needed oxygen might resort roller option,0
thinked first time saw class,0
ok asked money far,0
finish liao u,0
lol happens vega stay vega,0
nice waitshould texting right im gon na pay ticket ya know,0
went pay rent go bank authorise payment,0
nothing splwat abt u whr ru,0
nice pub near frankie n benny near warner cinema,0
im bus love,0
finished lunch already u wake already,0
goodmorning today late ltdecimalgt min,0
normally hot mail com see,0
going write ccna exam week,0
sound like something someone testing would sayy,0
hey late im amk need drink tea coffee,0
ywhere u dogbreath sounding like jan c thats al,0
becoz ltgt jan whn al post ofice holiday cn go fr post oficegot duffer,0
started searching get job dayshe great potential talent,0
plz tell an bslvyl sent via fullonsmscom,0
number sir,0
night worrying appt shame missed girl night quiz popcorn hair,0
ringtone club gr8 new polys direct mobile every week,1
creep,0
oh get paid outstanding one commercial hasbroin august made u jump many hoop get paid still,0
‘ thing ape u fight death keep something minute u let go thats,0
im saying havent explicitly told nora know someone im probably gon na bother,0
back bit long co accident a30 divert via wadebridgei brilliant weekend thanks speak soon lot love,0
could ask carlos could get anybody else chip,0
willing go apps class,0
tagged friend seemed count friend,0
coming friday leave pongaldo get news work place,0
alreadysabarish asked go,0
ill see prolly yeah,0
see cup coffee animation,0
u think girl propose u today seing ur bloody funky shit fucking faceasssssholeeee,0
weekly coolmob tone ready download week new tone include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p info n,1
need get,0
hai priya right doctor said pa,0
santha num corrct dane,0
thats one issue california okay snow manageable,0
well pay like ltgt yr difficult,0
creepy crazy,0
yo yo yo byatch whassup,0
still customer place,0
hello r u im bored inever thought id get bored tv tell something exciting happened anything,0
urgent call 09066649731from landline complimentary 4 ibiza holiday £10000 cash await collection sae tc po box 434 sk3 8wp 150ppm 18,1
think could stop like hour roommate looking stock trip,0
clothes jewelry trip,0
wheres boytoy miss happened,0
da vijay going talk jaya tv,0
use foreign stamp country good lecture,0
actually im waiting 2 week start putting ad,0
yes please leave ltgt ltgt leave,0
okmail dear dave final notice collect 4 tenerife holiday 5000 cash award call 09061743806 landline tc sae box326 cw25wx 150ppm,1
send naughty pix,0
said right giggle saw u would possibly first person2die nvq think much could,0
nosy guess idk reacting im freaked,0
hi jess dont know work call u im home eve xxx,0
height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move saidif made studentsthis wont even start datz confidence,0
sell well ton coin sell coin someone thru paypal voila money back life pocket,0
,0
win year supply cd 4 store ur choice worth £500 enter £100 weekly draw txt music 87066 tscs wwwldewcomsubs161win150ppmx3,1
jay want work first hows 4 sound,0
weightloss girl friend make load money ebay something give thanks god,0
hope alright babe worry might felt bit desparate learned job fake waiting come back love,0
urgent ur awarded complimentary trip eurodisinc trav acoentry41 £1000 claim txt dis 87121 186£150morefrmmob shracomorsglsuplt10 ls1 3aj,1
heard u4 call 4 rude chat private line 01223585334 cum wan 2c pic gettin shagged text pix 8552 2end send stop 8552 sam xxx,1
oh kkwhere take test,0
im meeting call later,0
ok sure time tho sure get library class try see point good eve,0
ready big day tomorrow,0
wat r u,0
sex ur mobile free sexy pic jordan text babe 88600 every wk get sexy celeb pocketbabecouk 4 pic 16 £3wk 087016248,1
1 new message call 02070836089,1
got message ignoring yes shopping,0
hmm ok ill stay like hour co eye really sore,0
wana plan trip sometme,0
babe go day miss already love loving kiss hope everything go well,0
lol dont know awesome phone could click delete right want,0
thats significant dont worry,0
thank baby cant wait taste real thing,0
want inside every night,0
boo im way mom shes making tortilla soup yummmm,0
nt driving even many reason called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem,0
fuck babe miss already know cant let send money towards net need want crave,0
engalnd telly decided wont let watch mia elliot kissing damn,0
luv u soo much u dont understand special u r 2 ring u 2morrow luv u xxx,0
dont message offer,0
claire havin borin time alone u wan na cum 2nite chat 09099725823 hope 2 c u luv claire xx calls£1minmoremobsemspobox45po139wa,1
sorry man account dry would want could trade back half could buy shit credit card,0
computer fried essential part dont keep spare fucking idiot roommate looovvve leaving thing running full ltgt 7,0
1 new voicemail please call 08719181513,1
urgent trying contact u today draw show £800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs,1
1 finish meeting call,0
1 tension face 2 smiling face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face ltgt joker face,0
selected stay 1 250 top british hotel nothing holiday worth £350 claim call london 02072069400 bx 526 sw73ss,1
wat ü,0
cuz ibored wan na study,0
ummmmmaah many many happy return day dear sweet heart happy birthday dear,0
ok lar double check wif da hair dresser already said wun cut v short said cut look nice,0
hello hows saturday go texting see youd decided anything tomo im trying invite anything,0
arrived see couple day lt3,0
lost 10 kilo today,0
sure ill see come bit,0
got ta,0
hi babe u r likely bed im sorry tonight really wan na see u tomorrow call 9 love xxx,0
hi spoke maneesha v wed like know satisfied experience reply toll free yes,0
night sweet sleep well ive see exorcism emily rose may never sleep hug snogs,0
make sure alex know birthday fifteen minute far youre concerned,0
collect valentine weekend paris inc flight hotel £200 prize guaranteed text paris 69101 wwwrtfsphostingcom,1
ur chance win £250 cash every wk txt play 83370 tscs wwwmusictrivianet custcare 08715705022 1x150pwk,1
even u dont get trouble convincingjust tel twice tel neglect msg dont c read itjust dont reply,0
people dogging area call 09090204448 join like minded guy arrange 1 there 1 evening a£150 minapn ls278bb,1
ü still got lesson ü sch,0
u still havent got urself jacket ah,0
private 2004 account statement 07742676969 show 786 unredeemed bonus point claim call 08719180248 identifier code 45239 expires,1
otherwise part time job natuition,0
see,0
hey mr going sea view couple gay mean game give bell ya finish,0
heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream,0
thought slide enough,0
ok,0
kinda first one get twelve aah speak tomo,0
evo download flash jealous,0
like spoiled,0
actually deleted old websitenow blogging magicalsongsblogspotcom,0
smile pleasure smile pain smile trouble pours like rain smile sum1 hurt u smile becoz someone still love see u smiling,0
pick drop carso problem,0
babe love cover face kiss,0
daddy take good care,0
time fix spelling sometimes get completely diff word go figure,0
heygreat dealfarm tour 9am 5pm 95pax 50 deposit 16 may,0
lmaonice 1,0
ok wun b angry msg u aft come home tonight,0
mostly sport typelyk footblcrckt,0
oh really make air whats talent,0
nt joking seriously told,0
free message activate 500 free text message replying message word free term condition visit www07781482378com,1
winner valued network customer selected receivea £900 prize reward claim call 09061701461 claim code kl341 valid 12 hour,1
aight lem know whats,0
wat uniform get,0
waiting call sir,0
infact happy new year seeing,0
hey time driving fri go evaluation fri,0
kkcongratulation,0
mystery solved opened email he sent another batch isnt sweetie,0
want new video phone 600 anytime network min 400 inclusive video call downloads 5 per week free deltomorrow call 08002888812 reply,1
yes innocent fun,0
well done luv ya,0
sure whenever show fuck gt,0
samus shoulder yet,0
wont wats wit guy,0
height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move saidif made studentsthis wont even start datz confidence,0
dont gim lip caveboy,0
update face book status frequently,0
lasting much 2 hour might get lucky,0
new tone week include 1mcflyall ab 2 sara jorgeshock 3 smithswitch order follow instruction next message,1
r e meeting tmr,0
sure night menu know noon menu,0
cooked rather nice salmon la,0
4 oclock mine bash flat plan,0
love give massage use lot baby oil fave position,0
sure neighbor didnt pick,0
sir hope day going smoothly really hoped wont bother bill cant settle month extra cash know challenging time also let know,0
sorry ill call later,0
thank god bed,0
guy flash go call call madam take care oh,0
twenty past five said train durham already coz reserved seat,0
seems unnecessarily affectionate,0
nohe joined today,0
even friend priest call,0
beautiful tomorrow never come come already today hunt beautiful tomorrow dont waste wonderful today goodmorning,0
enjoy ur life good night,0
httptms widelivecomindex wmlid820554ad0a1705572711firsttrue¡c c ringtone¡,1
free nokia motorola upto 12mths 12price linerental 500 free xnet mins100txtmth free btooth call mobileupd8 08001950382 call 2optoutd3wv,1
whats room number wan na make sure im knocking right door,0
ill text creepy like wont think forgot,0
yeah probably,0
keep ten r shelf buy two egg,0
alright thanks advice enjoy night ima try get sleep,0
really hows master,0
need buy lunch eat maggi mee,0
spoil bed well,0
panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd8 08000839402 call 2optout,1
ure welcome caught u using broken english,0
urgent trying contact u today draw show £800 prize guaranteed call 09050000460 land line claim j89 po box245c2150pm,1
film ill call later,0
